"Data Source","World Development Indicators",

"Last Updated Date","2019-10-02",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018",
"Austria","AUT","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14529000000","13980000000","12275000000","12694000000","12358000000","11382000000","11511000000","12334000000","15128000000","17251000000","18471000000","16512000000","18559000000","21630000000","19154000000","18758000000","19775000000","18937000000","20220000000","20907000000","20416000000","20971000000","22408000000","",
"Azerbaijan","AZE","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","87000000","57000000","176000000","143000000","93000000","68000000","57000000","63000000","70000000","79000000","100000000","201000000","317000000","382000000","545000000","792000000","1500000000","2634000000","2618000000","2713000000","2535000000","2855000000","3214000000","",
"Burundi","BDI","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2424994","2141381","1440072","1300000","1200000","1400000","900000","1600000","1200000","1800000","1900000","1600000","2300000","1600000","1700000","2100000","3700000","1500000","2300000","4100000","2200000","1900000","3000000","",
"Belgium","BEL","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4548000000","4844000000","4529000000","4623000000","6472000000","6592000000","8304000000","7598000000","8848000000","10089000000","10881000000","11625000000","12371000000","12018000000","11423000000","11395000000","12742000000","13711000000","14536000000","15244000000","13073000000","12697000000","13750000000","",
"Benin","BEN","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","85000000","79100000","56200000","64200000","94400000","77400000","85500000","94500000","107900000","120900000","107700000","121600000","206300000","236400000","131400000","149400000","201000000","174000000","193000000","153000000","148000000","129000000","","",
"Burkina Faso","BFA","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23000000","25000000","37000000","38000000","52000000","46000000","55000000","61000000","82000000","99000000","105000000","116000000","128000000","200000000","183000000","152000000","172000000","","",
"Bangladesh","BGD","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25000000","33000000","62000000","52000000","50000000","50000000","48000000","59000000","59000000","76000000","82000000","79000000","76000000","75000000","77000000","103000000","97000000","105000000","131000000","154000000","150300000","214300000","344000000","",
"Bulgaria","BGR","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","662000000","541000000","517000000","1150000000","1184000000","1364000000","1262000000","1392000000","2051000000","2796000000","3063000000","3317000000","4181000000","4852000000","4273000000","3807000000","4297000000","3975000000","4410000000","4518000000","3583000000","4164000000","4678000000","",
"Bahrain","BHR","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","593000000","589000000","578000000","625000000","785000000","854000000","886000000","985000000","1206000000","1504000000","1603000000","1786000000","1854000000","1927000000","1873000000","2163000000","1766000000","1752000000","1875000000","1913000000","2372000000","4021000000","3836000000","",
"Bahamas, The","BHS","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1356000000","1409000000","1427000000","1365000000","1598000000","1753000000","1665000000","1773000000","1770000000","1897000000","2081000000","2066000000","2198000000","2155000000","2025000000","2159000000","2157000000","2333000000","2305000000","2336000000","2554000000","2608000000","2598000000","",
"Bosnia and Herzegovina","BIH","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","257000000","258000000","246000000","279000000","307000000","404000000","507000000","557000000","658000000","804000000","913000000","753000000","662000000","722000000","686000000","752000000","755000000","702000000","773000000","894000000","",
"Belarus","BLR","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28000000","61000000","40000000","54000000","92000000","188000000","272000000","295000000","339000000","362000000","346000000","401000000","479000000","585000000","563000000","665000000","747000000","986000000","1156000000","1230000000","1013000000","1019000000","1134000000","",
"Belize","BLZ","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78000000","95000000","97000000","101000000","101000000","111000000","111000000","121000000","150000000","168000000","214000000","260000000","289000000","278000000","256000000","264000000","248000000","298000000","351000000","380000000","372000000","391000000","427000000","",
"Bermuda","BMU","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","488000000","472000000","478000000","487000000","479000000","431000000","351000000","378000000","348000000","426000000","429000000","495000000","569000000","431000000","366000000","442000000","500000000","448000000","447000000","407000000","370000000","441000000","513000000","",
"Bolivia","BOL","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","92000000","100000000","129000000","137000000","124000000","101000000","119000000","143000000","243000000","283000000","345000000","330000000","326000000","302000000","306000000","339000000","499000000","631000000","639000000","746000000","810000000","827000000","919000000","",
"Brazil","BRA","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1085000000","744000000","1025000000","1398000000","1718000000","1969000000","1844000000","2142000000","2673000000","3389000000","4168000000","4577000000","5284000000","6109000000","5635000000","5522000000","6370000000","6623000000","6784000000","7405000000","6254000000","6613000000","6175000000","",
"Barbados","BRB","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","630000000","667000000","672000000","721000000","697000000","733000000","706000000","666000000","767000000","784000000","1081000000","1235000000","1224000000","1244000000","1122000000","1074000000","983000000","947000000","992000000","887000000","947000000","1040000000","1064000000","",
"Brunei Darussalam","BRN","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","155000000","113000000","124000000","181000000","191000000","224000000","233000000","242000000","254000000","","","92000000","96000000","79000000","147000000","144000000","177000000","",
"Bhutan","BTN","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5000000","6000000","6000000","8000000","9000000","10000000","9000000","8000000","8000000","13000000","19000000","36000000","47000000","47000000","51000000","64000000","76000000","93000000","116000000","120000000","120000000","139000000","105000000","",
"Botswana","BWA","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","176000000","105000000","141000000","179000000","239000000","227000000","235000000","324000000","459000000","582000000","563000000","540000000","548300000","510700000","663600000","512100000","550300000","606600000","568200000","621300000","631300000","580000000","704600000","",
"Central African Republic","CAF","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4000000","3000000","2000000","4000000","8000000","5000000","5000000","3000000","4000000","7800000","7200000","10200000","10800000","11800000","7500000","14400000","15000000","15000000","15600000","","","","","",
"Canada","CAN","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9176000000","10073000000","10390000000","11049000000","12024000000","13035000000","12680000000","12744000000","12236000000","15135000000","15887000000","16837000000","17961000000","18191000000","15568000000","18438000000","19989000000","20696000000","20941000000","20802000000","19256000000","18088000000","20404000000","",
"Central Europe and the Baltics","CEB","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17794000000","22759000000","23151100000","23159400000","20280000000","20255000000","20507000000","21253000000","26165000000","30731000000","35477000000","39892000000","49297000000","58399000000","48387000000","46156000000","52544000000","49453000000","53256000000","55388000000","49223000000","52787000000","59794000000","",
"Switzerland","CHE","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11354000000","10779000000","10036000000","10188000000","9135000000","8988000000","9290000000","9117000000","10493000000","11404000000","11952000000","12855000000","14720000000","17596000000","16667000000","17614000000","20659000000","19594000000","20345000000","21444000000","19639000000","19217000000","20134000000","",
"Channel Islands","CHI","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1186000000","1209000000","1401000000","1431000000","1243000000","1179000000","1184000000","1221000000","1309000000","1571000000","1608000000","1853000000","2224000000","2481000000","2380000000","2362000000","2723000000","3158000000","3171000000","3202000000","3412000000","3723000000","4604000000","",
"China","CHN","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8730000000","10200000000","12626000000","13229000000","15006000000","17318000000","19006000000","21742000000","18707000000","27755000000","29296000000","33949000000","37233000000","40843000000","39675000000","45814000000","48464000000","50028000000","51664000000","44044000000","44969000000","44432000000","32617000000","",
"Cote d'Ivoire","CIV","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","103000000","107000000","103000000","111000000","107000000","53000000","58000000","56000000","76000000","91000000","93000000","104000000","115000000","129000000","164000000","213000000","186000000","172500000","191000000","195000000","214000000","477000000","","",
"Cameroon","CMR","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75000000","151000000","119000000","114000000","92000000","132000000","182000000","124000000","266000000","212000000","229000000","231000000","254000000","167000000","271000000","171000000","423000000","377000000","607000000","630000000","476000000","508000000","543000000","",
"Congo, Dem. Rep.","COD","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3200000","3100000","700000","700000","24000000","10700000","11400000","6900000","8400000","45400000","100000","4300000","6000000","",
"Congo, Rep.","COG","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14669140","11017590","10000000","9000000","13500000","12400000","22600000","25600000","30000000","23100000","40000000","45000000","31400000","37000000","85000000","39000000","47000000","68000000","52400000","56900000","46900000","42900000","","",
"Colombia","COL","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","887000000","1362000000","1315000000","1216000000","1231000000","1313000000","1483000000","1237000000","1191000000","1535000000","1891000000","2370000000","2586000000","2936000000","3050000000","3441000000","3801000000","4363000000","4759000000","4887000000","5235000000","5584000000","5801000000","",
"Comoros","COM","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22000000","23000000","26000000","16000000","19000000","15000000","9000000","10900000","15600000","21400000","24400000","27400000","30400000","37400000","32300000","35200000","42200000","39300000","","","","","","",
"Cabo Verde","CPV","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29000000","37000000","50000000","45000000","56000000","64000000","77000000","100000000","135000000","153000000","177000000","280000000","375000000","432000000","349000000","387000000","438000000","452000000","483000000","453000000","380000000","401000000","462000000","",
"Costa Rica","CRI","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","763000000","797000000","860000000","1038000000","1256000000","1629000000","1480000000","1429000000","1573000000","1755000000","2008000000","2066000000","2454000000","2811000000","2216000000","2426000000","2646000000","2773000000","3171000000","3137000000","3408000000","3776000000","3827000000","",
"Caribbean small states","CSS","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4291000000","4557000000","4783000000","4909000000","5247000000","5520000000","5213000000","5283000000","5695000000","6238000000","6927000000","7350000000","7675000000","7652000000","7087000000","7360000000","7304000000","7685000000","7795000000","9619500000","10009100000","10227300000","10633530905.9299","",
"Cuba","CUB","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1100000000","1333000000","1515000000","1759000000","1901000000","1948000000","1840000000","1769000000","1999000000","2114000000","2591000000","2414000000","2415000000","2535000000","2249000000","2396000000","2503000000","2614000000","2608000000","2546000000","2819000000","3069000000","3302000000","",
"Curacao","CUW","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","175000000","186000000","201000000","261000000","260000000","227000000","271000000","217000000","223000000","224000000","244000000","277000000","329000000","383000000","378000000","438000000","540000000","676000000","778000000","820000000","712000000","644000000","572000000","",
"Cayman Islands","CYM","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","394000000","368000000","501000000","534000000","525000000","559000000","585000000","607000000","518000000","523000000","356000000","509000000","481000000","518000000","458000000","465000000","472000000","491000000","598000000","668000000","655000000","657000000","","",
"Cyprus","CYP","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2019321000","1905403000","1851506000","1922333000","2091419000","2098696000","2180419000","2116491000","2318284000","2552697000","2618621000","2673047000","3097193000","3201919000","2455917000","2424675000","2707541000","2732126000","3020000000","2920000000","2481000000","2757000000","3128000000","",
"Czech Republic","CZE","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2880000000","4079000000","3620000000","3894000000","3153000000","2973000000","3104000000","3376000000","4069000000","4931000000","5772000000","6702000000","7803000000","9228000000","8164000000","8068000000","8930000000","8174000000","7792000000","7614000000","6766000000","7041000000","7693000000","",
"Germany","DEU","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24052000000","23982000000","24501000000","25806000000","25327000000","24943000000","24175000000","26690000000","30104000000","36390000000","40531000000","45538000000","49332000000","53397000000","47462000000","49126000000","53431000000","51645000000","55486000000","58701000000","50652000000","52175000000","56173000000","",
"Djibouti","DJI","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5400000","4600000","4200000","9300000","7600000","8100000","8600000","8900000","6900000","6800000","7100000","9800000","6800000","7800000","16000000","18000000","19200000","20500000","21600000","24700000","30900000","33500000","35100000","",
"Dominica","DMA","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42000000","44000000","48000000","47000000","51000000","48000000","46000000","46000000","52000000","61000000","57000000","72000000","74000000","76000000","77000000","94000000","106000000","76000000","82000000","216000000","202000000","198000000","182000000","",
"Denmark","DNK","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3691000000","3420000000","3156000000","3236000000","3698000000","3671000000","4003000000","4791000000","5271000000","5652000000","5293000000","5562000000","5978000000","6281000000","5617000000","5704000000","6366000000","6135000000","6490000000","7617000000","6685000000","7046000000","7969000000","",
"Dominican Republic","DOM","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1571000000","1781000000","2099000000","2153000000","2483000000","2860000000","2798000000","2730000000","3128000000","3152000000","3518000000","3917000000","4064000000","4166000000","4049000000","4162000000","4391000000","4687000000","5055000000","5630000000","6116000000","6720000000","7178000000","",
"Algeria","DZA","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32000000","45000000","28000000","74000000","80000000","102000000","100000000","111000000","112000000","178000000","477000000","393000000","334000000","473000000","361000000","324000000","300000000","295000000","326000000","316000000","347000000","246000000","172000000","",
"East Asia & Pacific (excluding high income)","EAP","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31262916295.8549","36159537445.8467","37726508202.0947","32089424934.8386","38173236155.3266","42972333877.1622","45967725827.9058","51125455092.2449","45128451273.3979","61301456965.603","64461064536.8418","77313118094.4109","93912107318.6718","100671758889.936","92037936322.6722","107161168580.754","122689693570.838","134948411959.518","148553433543.637","141358715337.238","145413710785.331","151143445420.411","154114986075.754","",
"Early-demographic dividend","EAR","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45440109319.2372","51016103975.5196","56168867668.1867","53459191306.7241","55928597688.9596","61033964115.1378","60953112280.6301","64015004719.3768","71542602757.5955","89011192960.8636","99808401014.7224","108434708424.238","127747049186.527","140564912807.382","133027743684.186","150891091391.252","157414850186.286","167023333612.83","175209399322.432","191103839819.694","191406021297.471","186205263583.919","215754423199.285","",
"East Asia & Pacific","EAS","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80690699555.8179","90160082201.4172","87966992512.7203","77116215998.8064","85613140791.0897","92771130092.8338","95032874662.6601","104527663439.535","105505110179.712","137536053464.256","148420383829.893","162210770627.752","193594066426.116","215171189985.088","204625458535.761","250379268463.969","291239332795.681","319581195684.376","347350175760.439","354982365375.378","341322505041.764","357708277269.54","372953582475.116","",
"Europe & Central Asia (excluding high income)","ECA","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11770353585.2682","15667323226.9981","17476535965.1185","17684850357.6939","12723939967.8442","15468600835.031","19722568668.809","22857125285.3532","26119420477.9208","33717403302.3252","41301176455.3908","43844707625.0535","54019752354.3663","66339920985.3358","58402720345.9612","59434600854.4638","71122914991.6388","75332290454.1076","84113955206.3225","83116270999.2464","71034791784.625","63581855020.5991","75027754457.4238","",
"Europe & Central Asia","ECS","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","240563455292.208","255320195662.11","249519638486.478","262338946701.803","266144739743.504","263853718602.283","266196974538.936","283686662696.296","329950237944.297","385260683870.928","402132068055.998","433672250461.43","499249511089.295","542154172629.196","471208365408.104","467643843451.733","534594716554.044","532362787250.038","573805603957.429","600695009530.656","546422246035.779","545481890772.959","594539063183.508","",
"Ecuador","ECU","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","315000000","330000000","335000000","330000000","377000000","451000000","438000000","449000000","408000000","464000000","488000000","492000000","626000000","745000000","674000000","786000000","849000000","1039000000","1251000000","1487000000","1557000000","1450000000","1663000000","",
"Egypt, Arab Rep.","EGY","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2954000000","3583000000","4046000000","2942000000","4361000000","4657000000","4119000000","4133000000","4704000000","6328000000","7206000000","8133000000","10327000000","12104000000","11757000000","13633000000","9333000000","10823000000","6747000000","7979000000","6897000000","3306000000","8636000000","",
"Euro area","EMU","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","164600114000","170214733000","162559506000","173109333000","185807419000","182172696000","183210419000","194424491000","227924284000","263225697000","264157621000","282704047000","320614193000","343883919000","301942917000","295117675000","335071541000","326379126000","351344000000","367257000000","330735000000","336365000000","375582000000","",
"Eritrea","ERI","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58000000","69000000","90000000","34000000","28000000","36000000","74000000","73000000","74000000","73000000","66000000","60000000","61000000","46000000","26000000","","","","","","","48000000","","",
"Spain","ESP","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27369000000","29751000000","28649000000","31592000000","33784000000","32656000000","33829000000","35468000000","43863000000","49996000000","49565000000","53160000000","59910000000","64422000000","55748000000","54305000000","62447000000","57877000000","62584000000","65099000000","56532000000","60605000000","68437000000","",
"Estonia","EST","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","452000000","565000000","597000000","668000000","702000000","657000000","661000000","737000000","883000000","1111000000","1229000000","1361000000","1416000000","1643000000","1090000000","1065000000","1256000000","1286000000","2022000000","2278000000","1885000000","1942000000","2144000000","",
"Ethiopia","ETH","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","177000000","170000000","157000000","152000000","176000000","205000000","218000000","261000000","336000000","458000000","533000000","639000000","790000000","1184000000","1119000000","1434000000","1998000000","1980000000","2236000000","2107000000","2279000000","2138000000","2503000000","",
"European Union","EUU","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","215703114000","227006733000","220363606000","233137733000","242613419000","238185696000","236110419000","250570491000","292487284000","339516697000","348520621000","377071047000","430856193000","459266919000","396699917000","390458675000","442231541000","436128126000","468127000000","494598000000","453929000000","460798000000","498264000000","",
"Fragile and conflict affected situations","FCS","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3382619600.57636","3442900413.00219","3569786300.81381","3905664540.46133","3405147778.83183","3135791603.6276","3168136423.02713","7063330012.90564","9886518671.99219","10290683343.8618","10619062746.5394","10557503839.3153","12976795015.9784","14721193664.7429","16871656774.9375","21277711640.8991","15354364032.521","17089908004.0394","18308870790.8702","19714983860.3826","21048715548.099","","","",
"Finland","FIN","International tourism, receipts (current US$)","ST.INT.RCPT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2383000000","2408000000","2358000000","2371000000","2236000000","2035000000","2065000000","2235000000","2676000000","2975000000","3069000000","3515000000","4287000000","4874000000","4070000000","4497000000","5612000000","5419000000","5774000000","5407000000","4009000000","4099000000","5204000000","",
