Country ISO3,Country Name,Indicator Id,Indicator,Subindicator Type,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028
ABW,Aruba,24656,Domestic Tourism Spending,US$ in bn (Real prices),0.07,0.07,0.08,0.09,0.09,0.09,0.09,0.08,0.09,0.09,0.09,0.102425,0.106315,0.108768,0.1,0.111215,0.115161,0.120621,0.119464,0.133446,0.13756,0.149167,0.150406,0.152591,0.153678,0.156012,0.158488,0.161405,0.163607,0.165936,0.168097,0.169842,0.172646,0.175045
ABW,Aruba,24657,Domestic Tourism Spending,% growth,9.65627,4.94566,13.3349,3.52097,7.94012,-2.86131,-4.53142,-10.1889,7.56848,1.49212,4.48543,14.511,4.66523,2.3987,-11.0071,14.0415,4.14214,4.38508,-1.59212,14.407,3.64698,9.29514,0.723907,1.27602,0.467979,1.43515,1.51473,1.80412,1.27792,1.3482,1.2726,0.996384,1.59257,1.44736
ABW,Aruba,24658,Government spending on travel and Tourism service,Local currency  _in bn (Nominal prices),0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.04,0.04,0.04,0.04,0.05,0.05
ABW,Aruba,24659,Government spending on travel and Tourism service,Local currency in bn (Real prices),0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03
ABW,Aruba,24660,Government spending on travel and Tourism service,US$ in bn (Nominal prices),0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.03
ABW,Aruba,24661,Government spending on travel and Tourism service,US$ in bn (Real prices),0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
ABW,Aruba,24662,Government spending on travel and Tourism service,% growth,35.716,-2.12406,11.8945,-2.82293,9.24828,2.07393,11.0003,0.706697,0.349486,1.77041,1.31385,-0.546664,-1.89305,1.67413,3.08504,4.38817,-0.399828,7.21691,3.31985,-5.70731,-1.3247,1.39599,1.77605,3.00152,2.81276,2.22479,2.19274,2.14336,2.07415,2.0438,1.54361,1.37756,2.1253,0.922084
ABW,Aruba,24663,Government spending on travel and Tourism service,% share of total tourism expenditure,17.3691,18.511,15.7144,14.6753,15.8285,15.9149,16.0173,16.1345,16.1826,16.2468,16.3311,16.4161,16.5014,16.5872,16.6734,16.76,16.8471,16.9347,17.0227,17.1111,17.2,17.2894,17.3792,17.4695,17.5603,17.6515,17.7432,17.8354,17.9281,18.0212,18.1148,18.2089,18.3035,18.3986
ABW,Aruba,24664,Internal Travel and Tourism consumption,Local currency  _in bn (Nominal prices),1.06769,1.27331,1.39401,1.50708,1.50978,1.63492,1.59261,1.60516,1.65621,2.016,2.09793,2.0589,2.34001,2.60227,2.35775,2.43359,2.63158,2.74076,2.90274,3.1407,3.21152,3.19276,3.13998,3.22774,3.40794,3.61276,3.84117,4.07757,4.32789,4.55953,4.80267,5.01589,5.23957,5.46434
ABW,Aruba,24665,Internal Travel and Tourism consumption,Local currency in bn (Real prices),1.78404,2.06165,2.19206,2.32519,2.27769,2.37053,2.18605,2.10797,2.13051,2.53861,2.55596,2.43705,2.6202,2.77954,2.4533,2.55796,2.68531,2.77482,3.00652,3.1962,3.20832,3.2183,3.13998,3.16445,3.25963,3.35489,3.46311,3.56917,3.67794,3.76194,3.84714,3.90092,3.95619,4.00575
ABW,Aruba,24666,Internal Travel and Tourism consumption,% share,24.2218,27.3183,27.296,27.5317,26.5152,28.5628,27.4921,27.2713,26.7921,29.9835,28.2577,26.6352,28.2746,29.7198,29.9017,32.0294,31.3732,33.113,34.413,36.8367,37.6013,36.778,33.6657,32.4135,32.484,32.7959,33.1885,33.476,33.8612,33.9044,34.1883,34.2714,34.2675,34.3357
ABW,Aruba,24667,Internal Travel and Tourism consumption,US$ in bn (Nominal prices),0.596478,0.711344,0.778776,0.841946,0.843451,0.913365,0.889726,0.89674,0.925258,1.12626,1.17203,1.15022,1.30727,1.45378,1.31718,1.35955,1.47016,1.53115,1.62164,1.75458,1.79415,1.78366,1.75418,1.8032,1.90388,2.0183,2.14591,2.27797,2.41782,2.54722,2.68306,2.80217,2.92713,3.05271
ABW,Aruba,24668,Internal Travel and Tourism consumption,US$ in bn (Real prices),0.996669,1.15176,1.22462,1.29899,1.27245,1.32432,1.22126,1.17764,1.19023,1.41822,1.42791,1.36148,1.4638,1.55282,1.37056,1.42903,1.50017,1.55018,1.67962,1.78559,1.79236,1.79793,1.75418,1.76785,1.82102,1.87424,1.9347,1.99395,2.05471,2.10164,2.14924,2.17928,2.21016,2.23785
ABW,Aruba,24669,Internal Travel and Tourism consumption,% growth,20.7653,15.5607,6.32588,6.07331,-2.04315,4.07612,-7.78208,-3.57186,1.06937,19.1549,0.683534,-4.65233,7.51526,6.08139,-11.7372,4.26621,4.9783,3.33343,8.35021,6.3089,0.379097,0.311005,-2.43358,0.779331,3.00784,2.92232,3.22574,3.06253,3.0476,2.28381,2.26487,1.39785,1.41698,1.25263
ABW,Aruba,24670,Capital investment in Travel and Tourism,Local currency  _in bn (Nominal prices),0.20943,0.25418,0.3759,0.27029,0.26492,0.18974,0.142663,0.117066,0.150181,0.22554,0.36695,0.45108,0.46003,0.49583,0.39917,0.395633,0.379901,0.35917,0.335214,0.33586,0.337077,0.341284,0.346067,0.35932,0.37462,0.393348,0.415133,0.438332,0.467063,0.492505,0.515288,0.535075,0.550913,0.569842
ABW,Aruba,24671,Capital investment in Travel and Tourism,Local currency in bn (Real prices),0.349942,0.41155,0.591098,0.417015,0.399665,0.27511,0.195822,0.153736,0.193189,0.284006,0.447064,0.533928,0.515114,0.529607,0.415348,0.415853,0.387658,0.363633,0.3472,0.341796,0.336741,0.344014,0.346067,0.352274,0.358317,0.365272,0.374274,0.383679,0.39692,0.406351,0.412767,0.416134,0.415973,0.417734
ABW,Aruba,24672,Capital investment in Travel and Tourism,% exports,31.3049,39.2253,48.5659,31.7242,29.4644,23.529,18.5854,13.2766,15.3244,21.0129,27.4134,29.5596,30.2254,30.3446,29.459,31.9575,29.2007,29.708,30.2267,30.8979,31.5026,31.9047,31.6989,31.4899,31.3157,31.391,31.6064,31.8537,32.4187,32.6606,32.8088,32.7637,32.2038,32.179
ABW,Aruba,24673,Capital investment in Travel and Tourism,US$ in bn (Nominal prices),0.117,0.142,0.21,0.151,0.148,0.106,0.08,0.07,0.08,0.126,0.205,0.252,0.257,0.277,0.223,0.221024,0.212235,0.200653,0.187271,0.187631,0.188311,0.190661,0.193334,0.200737,0.209285,0.219748,0.231918,0.244878,0.260929,0.275142,0.287871,0.298925,0.307772,0.318348
ABW,Aruba,24674,Capital investment in Travel and Tourism,US$ in bn (Real prices),0.195498,0.229916,0.330223,0.232969,0.223276,0.153693,0.109398,0.09,0.107927,0.158663,0.249757,0.298284,0.287773,0.29587,0.232038,0.23232,0.216569,0.203147,0.193966,0.190947,0.188123,0.192187,0.193334,0.196801,0.200177,0.204063,0.209092,0.214346,0.221743,0.227012,0.230596,0.232477,0.232387,0.233371
ABW,Aruba,24675,Capital investment in Travel and Tourism,% growth,340.859,17.6053,43.6274,-29.4509,-4.16057,-31.1648,-28.8204,-21.4921,25.6629,47.0093,57.4137,19.4298,-3.52373,2.81361,-21.5744,0.121748,-6.78019,-6.1973,-4.51922,-1.55644,-1.47894,2.15977,0.596869,1.7936,1.71523,1.94112,2.46445,2.51302,3.45097,2.37617,1.5789,0.815737,-0.04,0.423503
ABW,Aruba,24676,Leisure Tourism Spending,Local currency  _in bn (Nominal prices),1.01926,1.2144,1.28366,1.38245,1.37853,1.50425,1.466,1.49721,1.535,1.89684,1.96856,1.91274,2.18321,2.45303,2.23018,2.30386,2.48595,2.58305,2.74744,2.95209,3.00321,2.96786,2.92433,3.00268,3.17356,3.3655,3.57996,3.80252,4.04027,4.26034,4.48786,4.68693,4.8969,5.10378
ABW,Aruba,24677,Leisure Tourism Spending,Local currency in bn (Real prices),1.70311,1.96627,2.01854,2.13291,2.07969,2.18107,2.01227,1.9662,1.97458,2.38855,2.39835,2.26405,2.44463,2.62014,2.32057,2.4216,2.5367,2.61515,2.84567,3.00427,3.00021,2.9916,2.92433,2.94381,3.03545,3.12528,3.2276,3.32841,3.43351,3.51508,3.59496,3.64508,3.69746,3.74143
ABW,Aruba,24678,Leisure Tourism Spending,% share,15.3961,18.6994,17.7674,18.7897,17.5647,18.9881,17.8596,18.1254,17.6184,18.7398,18.3487,17.6997,18.6749,19.8431,20.9979,22.6051,21.4012,24.2115,25.771,26.9872,26.8502,27.0093,25.8804,25.465,25.8107,26.1413,26.5269,26.7677,27.0799,27.1222,27.4292,27.5113,27.4156,27.577
ABW,Aruba,24679,Leisure Tourism Spending,US$ in bn (Nominal prices),0.569421,0.678434,0.717127,0.77232,0.77013,0.840366,0.818996,0.836432,0.857541,1.05969,1.09975,1.06857,1.21967,1.37041,1.24591,1.28707,1.3888,1.44304,1.53488,1.64921,1.67777,1.65802,1.63371,1.67748,1.77294,1.88017,1.99998,2.12431,2.25714,2.38008,2.50718,2.61839,2.7357,2.85127
ABW,Aruba,24680,Leisure Tourism Spending,US$ in bn (Real prices),0.951459,1.09847,1.12767,1.19157,1.16184,1.21847,1.12417,1.09844,1.10312,1.33439,1.33986,1.26483,1.36571,1.46376,1.29641,1.35285,1.41715,1.46098,1.58976,1.67836,1.67609,1.67129,1.63371,1.64458,1.69578,1.74597,1.80313,1.85945,1.91816,1.96373,2.00836,2.03636,2.06562,2.09018
ABW,Aruba,24681,Leisure Tourism Spending,% growth,18.9806,15.4514,2.65834,5.66605,-2.4952,4.87478,-7.73937,-2.2891,0.426231,20.965,0.409935,-5.59956,7.97594,7.17941,-11.4334,4.35384,4.75305,3.09238,8.81509,5.5731,-0.135056,-0.286827,-2.24863,0.665916,3.11311,2.95934,3.27405,3.12325,3.15782,2.37565,2.27252,1.39401,1.43701,1.18928
ABW,Aruba,24682,Outbound Travel & Tourism Expenditure,Local currency  _in bn (Nominal prices),0.136786,0.220449,0.278581,0.241461,0.260465,0.282218,0.270606,0.296963,0.36704,0.429324,0.432611,0.416635,0.466662,0.473537,0.457859,0.441593,0.506251,0.519671,0.602446,0.620407,0.633835,0.586809,0.581288,0.592909,0.606477,0.630364,0.659904,0.698695,0.73769,0.781207,0.814115,0.844072,0.875846,0.893065
ABW,Aruba,24683,Outbound Travel & Tourism Expenditure,Local currency in bn (Real prices),0.228559,0.356934,0.438066,0.372536,0.392944,0.409197,0.37144,0.389984,0.47215,0.540617,0.52706,0.493157,0.52254,0.505796,0.476415,0.464162,0.516587,0.526129,0.623987,0.631371,0.633203,0.591503,0.581288,0.581284,0.580083,0.58537,0.594953,0.611579,0.626905,0.644552,0.65214,0.656444,0.661317,0.65468
ABW,Aruba,24684,Outbound Travel & Tourism Expenditure,US$ in bn (Nominal prices),0.08,0.123156,0.155632,0.134894,0.145511,0.157664,0.151177,0.165901,0.20505,0.239846,0.241682,0.232757,0.260705,0.264546,0.255787,0.2467,0.282822,0.290319,0.336562,0.346596,0.354098,0.327826,0.324742,0.331234,0.338814,0.352159,0.368662,0.390332,0.412117,0.436429,0.454813,0.471548,0.4893,0.498919
ABW,Aruba,24685,Outbound Travel & Tourism Expenditure,US$ in bn (Real prices),0.127686,0.199405,0.24473,0.208121,0.219522,0.228602,0.207508,0.217868,0.263771,0.30202,0.294447,0.275507,0.291922,0.282568,0.266154,0.259308,0.288596,0.293927,0.348596,0.352722,0.353745,0.330449,0.324742,0.32474,0.324069,0.327023,0.332376,0.341664,0.350226,0.360085,0.364324,0.366729,0.369451,0.365743
ABW,Aruba,24686,Outbound Travel & Tourism Expenditure,Percentage share of total GDP,5.7862,8.92504,10.1598,8.1,8.44622,8.41569,7.8727,8.54677,10.1444,10.7638,10.3681,9.59988,9.96928,9.63649,10.2361,10.32,11.0923,11.4541,13.0371,13.0805,13.1066,12.3408,11.9008,11.6337,11.4258,11.3502,11.343,11.4186,11.4879,11.5685,11.5881,11.5595,11.4633,11.3029
ABW,Aruba,24687,Outbound Travel & Tourism Expenditure,% growth,17.9541,56.1675,22.7301,-14.9589,5.47818,4.13622,-9.22718,4.99236,21.0693,14.5009,-2.50752,-6.43261,5.95819,-3.20435,-5.80888,-2.57194,11.2947,1.84715,18.5995,1.18351,0.290047,-6.58557,-1.72701,0,-0.206528,0.911453,1.63705,2.79447,2.506,2.81485,1.17734,0.660004,0.742317,-1.00366
ABW,Aruba,24688,Travel and Tourism total contribution to employment,% share of total employment,42.8873,60.7675,63.258,66.5874,63.7773,66.1754,61.453,61.3419,59.9509,62.1843,64.0541,63.9586,66.8622,68.9977,73.8629,79.8884,70.6257,83.7766,87.3977,91.2843,90.6648,91.1271,87.0432,86.2049,86.4272,86.9095,87.0123,87.5203,88.1866,88.1158,88.5462,88.0521,88.4876,89.4118
ABW,Aruba,24689,Travel and Tourism total contribution to employment,Thousands of jobs,16.6831,24.431,25.837,27.5084,26.6131,27.7438,25.9023,26.0231,25.0894,27.1246,28.6081,28.6042,30.6742,31.6546,32.5433,34.9914,31.6635,37.5121,40.3034,42.4379,42.5041,42.583,41.9558,41.5231,41.627,41.7397,41.9798,42.0459,42.1752,41.8855,41.7409,41.4904,41.2108,41.1133
ABW,Aruba,24690,Travel and Tourism total contribution to employment,% growth,9.53429,46.4414,5.75521,6.46896,-3.25471,4.24851,-6.63728,0.46637,-3.58814,8.11181,5.46935,-0.01,7.2365,3.19619,2.80768,7.52263,-9.51068,18.471,7.44106,5.29622,0.155937,0.185684,-1.47285,-1.03133,0.250229,0.270546,0.575401,0.157402,0.307503,-0.686935,-0.345184,-0.600014,-0.674019,-0.236679
ABW,Aruba,24691,Travel and Tourism total contribution to GDP,Local currency  _in bn (Nominal prices),1.00471,1.50713,1.73981,1.9079,1.8452,2.04306,1.96249,1.98385,2.02305,2.29248,2.49529,2.61131,2.93134,3.1745,3.1686,3.37661,3.28527,3.71896,3.94066,4.211,4.28873,4.2759,4.22596,4.36259,4.59645,4.86585,5.15682,5.46395,5.79052,6.08974,6.39136,6.66166,6.95386,7.24156
ABW,Aruba,24692,Travel and Tourism total contribution to GDP,Local currency in bn (Real prices),1.6788,2.44023,2.73583,2.94359,2.78371,2.9623,2.69376,2.60527,2.6024,2.88675,3.04007,3.09092,3.28234,3.39076,3.29701,3.54918,3.35235,3.76518,4.08156,4.28542,4.28445,4.3101,4.22596,4.27705,4.39642,4.51854,4.64927,4.78269,4.92091,5.02447,5.11975,5.18085,5.25059,5.30857
ABW,Aruba,24693,Travel and Tourism total contribution to GDP,Percentage share of total GDP,42.5006,61.0173,63.4503,64.0021,59.8351,60.9237,57.0944,57.0964,55.914,57.4756,59.8032,60.1685,62.6221,64.6012,70.8383,78.9112,71.9823,81.9696,85.2772,88.7835,88.6834,89.9234,86.5184,85.6,86.5954,87.6131,88.6402,89.2964,90.1745,90.1796,90.9745,91.2307,91.0139,91.6512
ABW,Aruba,24694,Travel and Tourism total contribution to GDP,US$ in bn (Nominal prices),0.561293,0.84197,0.971959,1.06587,1.03084,1.14138,1.09636,1.1083,1.13019,1.28071,1.39402,1.45883,1.63762,1.77346,1.77017,1.88637,1.83535,2.07763,2.20149,2.35251,2.39594,2.38877,2.36087,2.4372,2.56785,2.71835,2.88091,3.05249,3.23493,3.40209,3.57059,3.7216,3.88484,4.04556
ABW,Aruba,24695,Travel and Tourism total contribution to GDP,US$ in bn (Real prices),0.937878,1.36326,1.52839,1.64447,1.55515,1.65492,1.50489,1.45546,1.45385,1.61271,1.69837,1.72677,1.83371,1.89428,1.84191,1.98278,1.87282,2.10345,2.2802,2.39409,2.39355,2.40788,2.36087,2.38941,2.4561,2.52432,2.59736,2.67189,2.74911,2.80697,2.86019,2.89433,2.93329,2.96568
ABW,Aruba,24696,Travel and Tourism total contribution to GDP,% growth,9.64606,45.3555,12.1134,7.59437,-5.43147,6.41552,-9.06542,-3.28474,-0.110474,10.9266,5.31126,1.67255,6.19285,3.30309,-2.76466,7.64832,-5.54585,12.3147,8.40289,4.99474,-0.02,0.598763,-1.95229,1.20902,2.79089,2.77769,2.89317,2.86976,2.89008,2.10442,1.89625,1.19347,1.34615,1.10433
ABW,Aruba,24697,Visitor Exports (Foreign spending),Local currency  _in bn (Nominal prices),0.991215,1.19125,1.29841,1.40702,1.39916,1.52241,1.47676,1.49447,1.53598,1.8913,1.96388,1.904,2.17005,2.41999,2.18795,2.24419,2.42957,2.5275,2.69628,2.90598,2.96505,2.92787,2.87075,2.94914,3.12034,3.31203,3.52651,3.7475,3.98329,4.19953,4.42704,4.62498,4.83028,5.03692
ABW,Aruba,24698,Visitor Exports (Foreign spending),Local currency in bn (Real prices),1.65624,1.92879,2.04174,2.17081,2.1108,2.2074,2.02704,1.96261,1.97585,2.38157,2.39264,2.25371,2.42989,2.58485,2.27663,2.35889,2.47917,2.55891,2.79268,2.95733,2.96209,2.95129,2.87075,2.89131,2.98455,3.07563,3.17941,3.28025,3.38508,3.46491,3.54625,3.5969,3.64715,3.69242
ABW,Aruba,24699,Visitor Exports (Foreign spending),% exports,49.4125,55.666,57.3758,59.268,56.7499,61.0304,60.9514,66.239,67.2711,72.8596,68.6632,66.6202,70.0695,72.7379,76.6895,85.9186,78.4997,85.3884,85.0829,87.7143,86.9515,79.7177,75.4708,73.6932,74.094,74.6293,75.4941,76.2967,77.297,77.2468,77.7152,77.8182,78.002,77.592
ABW,Aruba,24700,Visitor Exports (Foreign spending),US$ in bn (Nominal prices),0.553751,0.665504,0.725371,0.786046,0.781652,0.850511,0.825008,0.834902,0.85809,1.05659,1.09714,1.06369,1.21232,1.35195,1.22232,1.25374,1.3573,1.41201,1.5063,1.62345,1.65645,1.63568,1.60377,1.64756,1.74321,1.8503,1.97012,2.09358,2.2253,2.34611,2.47321,2.58379,2.69848,2.81392
ABW,Aruba,24701,Visitor Exports (Foreign spending),US$ in bn (Real prices),0.925276,1.07754,1.14064,1.21274,1.17922,1.23318,1.13242,1.09643,1.10383,1.33049,1.33667,1.25905,1.35748,1.44405,1.27186,1.31782,1.38501,1.42956,1.56016,1.65214,1.6548,1.64876,1.60377,1.61526,1.66734,1.71823,1.77621,1.83254,1.89111,1.9357,1.98114,2.00944,2.03752,2.0628
ABW,Aruba,24702,Visitor Exports (Foreign spending),% growth,21.4389,16.4556,5.85609,6.3217,-2.7645,4.57628,-8.17073,-3.17863,0.674736,20.5341,0.46492,-5.80682,7.81771,6.37691,-11.9241,3.6134,5.09904,3.21632,9.13573,5.89578,0.160706,-0.364525,-2.72891,0.716171,3.22472,3.05165,3.37454,3.17155,3.19591,2.35821,2.3474,1.42835,1.39719,1.24104
AGO,Angola,24637,Business Tourism Spending,Local currency in bn (Real prices),37.7184,61.0645,51.0318,138.331,98.0937,53.8049,122.546,116.973,121.345,117.235,106.54,82.6497,88.6822,81.486,125.697,128.085,111.917,132.772,176.305,220.826,213.968,132.444,139.451,147.587,155.473,160.925,164.766,167.612,170.382,171.988,173.787,175.676,178.533,181.314
