"Data Source","World Development Indicators",

"Last Updated Date","2019-10-02",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018",
"Antigua and Barbuda","ATG","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Australia","AUS","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9442","9458","9496","9501","9499","9508","9514","9474","9526","9528","9639.33","9655.416","9661.027","9674.002","8615.388","8829.314","","","","","","","",
"Austria","AUT","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5672","5672","5739","5740","5665","5697","5779","5752","5766","5782","5818","5793","5784","5356","5351","4917","4985","4950","4956","4937","4917","4953","",
"Azerbaijan","AZE","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2116","2116","2116","2116","2116","2116","2122","2122","2122","2122","2122","2099","2099.1","2079","2079.1","2079.3","2068.1","2068.1","2066.4","2067.8","2074","2132","",
"Burundi","BDI","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Belgium","BEL","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3380","3422","3470","3472","3471","3454","3518","3521","3536","3544","3500","3374","3513","3578","3582","","3592","","3631","3607","3602","","",
"Benin","BEN","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","579","579","458","458","","","","438","","","758","","","","","","","","","","","","",
"Burkina Faso","BFA","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","622","622","622","622","622","622","622","622","622","622","622","622","622","622","","","","518","518","518","518","518","",
"Bangladesh","BGD","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2705","2705","2734","2705","2745","2855","2855","2855","2855","2855","2855","2835","2835","2835","2835","","","","","","","","",
"Bulgaria","BGR","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4293","4292","4290","4290","4320","4320","4318","4318","4259","4154","4146","4143","4144","4150","4097","4072","4070","4032","4023","4019","4029","4030","",
"Bahrain","BHR","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bahamas, The","BHS","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bosnia and Herzegovina","BIH","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","963","963","1031","1031","943","1032","1032","1033","1000","1000","1024.495","1017.054","1017.054","1017.054","1027.054","1027.054","1027.054","1027.054","1027.054","1027.054","1018.054","1018.054","",
"Belarus","BLR","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5547","5542","5531","5523","5512","5509","5512","5502","5498","5498","5494","5494","5491","5491","5482","5482","5462","5469","5470","5469","5459","5459","",
"Belize","BLZ","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bermuda","BMU","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bolivia","BOL","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1244","","","","","","","","","","","","",
"Brazil","BRA","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","512","","","32622","","","","","","","","","","","",
"Barbados","BRB","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Brunei Darussalam","BRN","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bhutan","BTN","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Botswana","BWA","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","888","888","888","888","","","","","","","888","888","","","","","","","","886","886","","",
"Central African Republic","CAF","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Canada","CAN","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","122.4","122.4","122.4","189.6","46543.6","189.6","189.6","47537.6","254.6","254.6","254.6","254.6","254.6","254.6","58651","45626.4","48498.4","48150.4","",
"Central Europe and the Baltics","CEB","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","59129.5","59063","59096.1","59077.2","59036","59113.7","59153.1","58764.6","58690.6","58973.9","58547.3","58738.4","56180.5","70654","69856.4","68978","67631.66","68170","68053","68557","68408","65573","65756","65141","64524","64728","64342","64119","64385","64177","64026","63804","63753","63069","62937","62853.9","62875.33","","",
"Switzerland","CHE","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3234","3184","3151","3143","3216","3225","3222","3231","3381","3399","3563","3349","3557","3599","3573.621","3551.185","3557.787","3591.959","4018.719","3976.315","4034.485","4035.5228","",
"Channel Islands","CHI","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2710","","2208","2084","2035","2035","2035","","2030","2120","","","","","","","","","","","","","",
"China","CHN","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56678","57566","57583","57394","58656","59079","59530","60446","61015","62200","63411.7","63636.5","60809","65491","66239","66041","66298","66585","66989","67212","67092","67278","",
"Cote d'Ivoire","CIV","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1955","1955","1955","1955","639","639","639","639","639","639","639","639","639","639","639","639","639","639","639","639","639","639","",
"Cameroon","CMR","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1006","1006","1016","1016","1016","1016","1016","988","974","982","982","976.5","976.5","976.5","976.5","976.5","","","","","1010","1010","",
"Congo, Dem. Rep.","COD","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3641","3641","3641","3641","3641","3641","4499","4499","3641","3641","4007","4007","3641","3641","3641","3641","3641","3641","3641","3641","3641","3641","",
"Congo, Rep.","COG","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","706","706","895","895","900","900","900","795","795","795","795","","","","","","893.2","","","","","","",
"Colombia","COL","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Comoros","COM","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cabo Verde","CPV","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Costa Rica","CRI","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","581","581","581","581","581","848","","","","","","","","","","","","","","","","","",
"Caribbean small states","CSS","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cuba","CUB","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4527","4509","4252","4179","4252","4382","4428","4538","4184","4065","4065","5075.6","","","","","","","","","","","",
"Curacao","CUW","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cayman Islands","CYM","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cyprus","CYP","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Czech Republic","CZE","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9435","9430","9430","9365","9365","9444","9499","9501","9511","9513","9491","9481","9486","9477","9468.848","9470.16","9468.265","9459.031","9457.612","9466.893","9462.687","9408","",
"Germany","DEU","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40826","38450","38150","37589","36642","36050","35868","36054","34724.575","34228.19","34128.4","33977.603","33862.3","33721.305","33714.093","33575.872","33506","33449","33426","33331","33380","33488","",
"Djibouti","DJI","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","781","781","781","781","781","","","","","","","","","","","","","","","",
"Dominica","DMA","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Denmark","DNK","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2349","2232","2264","2324","2047","2047","2273","2273","2212","2134","2133","2133","2131","2131","","","","","","","","","",
"Dominican Republic","DOM","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Algeria","DZA","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4219","4219","4272","3973","3973","3572","3572","3572","3572","3572","3572","3572","3572","4723","3664","4226","4175","","3799.94","3799.94","3843.17","4016.25","",
"East Asia & Pacific (excluding high income)","EAP","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","70564.7","70806.7","71215.7","72257.7","72257.7","72823.7","73184.7","73480.7","73726.7","74056.7","74531.635483871","73103.635483871","73262.635483871","73498.635483871","73737.635483871","74509.635483871","75893.635483871","77624.635483871","77668.935483871","78007.935483871","78774.935483871","79152.935483871","79318.935483871","80372.935483871","80889.935483871","82182.935483871","83404.935483871","83629.935483871","81172.935483871","85534.935483871","86282.935483871","86677.935483871","87188.935483871","87188.935483871","87879.935483871","88933.935483871","87974.935483871","","",
"Early-demographic dividend","EAR","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","194942","194607","196113","196665","197404","199163","199154.5","199073.15","199293.02","201837.37","204294.618483871","206316.555483871","207328.555483871","206648.915483871","207364.715483871","206250.905483871","211588.055483871","212232.445483871","213347.445483871","212732.275483871","215546.935483871","216331.935483871","216099.935483871","213918.935483871","214410.935483871","218053.935483871","217446.935483871","222465.935483871","222469.935483871","209572.935483871","211232.935483871","212099.935483871","212033.935483871","212183.275483871","213707.935483871","215126.725483871","215271.985483871","","",
"East Asia & Pacific","EAS","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","109099.7","109605.7","110857.7","111752.7","111294.7","111555.7","111021.7","110393.7","110357.7","109798.7","110146.635483871","108600.635483871","108762.635483871","109002.635483871","109247.635483871","109898.635483871","111281.635483871","115382.635483871","115428.935483871","115767.935483871","116568.935483871","116948.935483871","117064.935483871","118060.935483871","118559.935483871","120205.935483871","121491.935483871","121723.935483871","119687.935483871","124044.935483871","124725.935483871","125473.935483871","126014.935483871","125989.235483871","127033.935483871","124578.835483871","122156.335483871","","",
"Europe & Central Asia (excluding high income)","ECA","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","160437.2","160258.2","160255.2","160273.2","160252.2","161922.2","161833.2","161920.2","162154.2","162642.2","169210.2","171789.6","173450.2","172588","172659","172376","172426.842105263","171711","171176","171043","170827","170284","170391","170101","169492","170169","170247","169028","169425","170400","171384","171109","170321","170129.6","171414","171122.38","172585.21","","",
"Europe & Central Asia","ECS","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","333254.7","332951.2","333823.3","334028.4","333325.2","333470.9","332770.3","332171.8","331835.8","331564.1","377840.5","380876","377896.7","391796","390022.4","389472","387044.502105263","384223","383051","383953","383461","376215","376592","376660","373574","375805","379704","374677","376106","380800","397564","382492","376486","376377.6","375844","375241.46","377384.22","","",
"Ecuador","ECU","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","956","956","956","956","956","","","","","","","","","","","","","","","","","","",
"Egypt, Arab Rep.","EGY","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4940","4976","5006","5024","5062","5125","5150","5150","5150","5195","5063","5063","5195","5195","5195","","","","","5153","5153","","",
"Euro area","EMU","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","97515","97642","98113","98044","97830","96786","96307","96138","95823","95169","136278","135676","134870","138257","137716","137907","136400","134161","133530","133977","134810","130500","130173","130818","129111","130222","130576","130189","131006","134673","135078","135279","130277","131230","131168","129368.77","130312.2","","",
"Eritrea","ERI","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Spain","ESP","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13837","13853","13862","13875","13868","13868","13856","14387","14395","14272","14472","15011.52","15041","15044","15590.12","15680.563","15438","15582","15506","15711","15650","15557","",
"Estonia","EST","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1021","966","966","968","968","967","967","967","959","959","962","816","816","797","787","792","792","","1018","1034","1034","1033","",
"Ethiopia","ETH","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"European Union","EUU","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","181238.5","181014","181923.1","182093.2","181449","179964.7","179379.1","178749.6","178202.6","177483.9","217212.3","217681.4","213103.5","227818","225813.4","225377","222896.66","221158","220532","221575","221256","214569","214814","214877","211958","213241","217020","212616","214011","217668","233397","218379","213307","213398","211462","210722.76","211408.69","","",
"Fragile and conflict affected situations","FCS","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","25511","25523","25585","25645","25651.5","26109.5","25633.5","25663.5","25719.5","25761.5","25486.435483871","25338.935483871","25349.935483871","24556.935483871","24662.935483871","24605.935483871","24605.935483871","24692.935483871","24692.935483871","24692.935483871","25238.935483871","25238.935483871","25342.935483871","25342.935483871","26011.935483871","25831.935483871","25172.935483871","25172.935483871","24738.935483871","24295.935483871","24295.935483871","24608.935483871","24213.935483871","24213.935483871","24213.935483871","24213.935483871","24213.935483871","","",
"Finland","FIN","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5859","5865","5867","5836","5854","5850","5850","5851","5741","5732","5905","5899","5919","5919","5919","5944","5944","5944","5944","5923","5926","5926","",
"Fiji","FJI","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"France","FRA","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31910","31879","31793","29171","29330","29503","29410","29327","29304","28470","29620","29976","29959","33698","29929","30071","29406","29979","58","28866","29236.65","29248.142","",
"Faroe Islands","FRO","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gabon","GAB","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","814","814","814","814","731","731","731","731","810","810","810","810","810","813","810","810","810","810","810","810","810","810","",
"United Kingdom","GBR","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17001","16991","16999","16989","16992","16992","17010","16907","16530","414","414","16263","16273","16239","15888","16209.59","15846.5","15861","16534.1","16245.1","16257","16257","",
"Georgia","GEO","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1575","1576","1576","1545","1562","1565","1565","1563.8","1336","1336","1513","1513","1523.6","1566","1566.4","1262.2","1577.6","1453.4","1453.4","1491","1415","1285","",
"Ghana","GHA","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","953","953","953","953","953","953","953","977","","","953","","","","","","","","","","","","",
"Gibraltar","GIB","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gambia, The","GMB","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea-Bissau","GNB","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Equatorial Guinea","GNQ","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greece","GRC","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2474","2503","2299","2299","2385","2377","2383","2414","2449","2576","2509","2551","2552","2552","2552","2554","2208","2265","2238","2240","2240","2240","",
"Grenada","GRD","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greenland","GRL","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","903","903","903","903","903","","","","885","322","","","","","","","","","","","","","",
"Guam","GUM","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"High income","HIC","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","541859.435483871","537748.387096774","534552.1","530467.941935484","521189.064516129","509233.925806452","497550.938709677","482975.664516129","474600.470967742","467598.54516129","499597.364516129","494883.851612903","484500.887096774","495025.138709677","491446.635483871","489349.65483871","489423.177296862","483945.32689211","480801.47020934","480000.721417069","479408","470605.297906602","473406.703703704","472412.00805153","469756.00805153","471339.00805153","543038","538370","540386","543830","561880","541403","536224","536355.3","535060","531324.33","530603.52","","",
"Hong Kong SAR, China","HKG","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","113","","","","","","","","","","","","","",
"Honduras","HND","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Heavily indebted poor countries (HIPC)","HPC","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","32013","32015","32015","31987","32149.5","32149.5","32203.5","32062.5","32059.5","32047.5","31624.5","31491","31494","31482","31590","31547","31468","31555","31555","31671.5","30983","30991","31095","31119","31788","30635","30643","30635","30224","29788","29788","29988","29593","29592.5","29592","29592","29592","","",
"Croatia","HRV","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2726","2726","2726","2726","2726","2726","2726","2726","2726","2726","2722","2722","2723","2722","2722","2722","2722","2722","2604","2604","2605","2605","",
"Haiti","HTI","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Hungary","HUN","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7988","7988","7988","7988","8005","7736","7950","7950","7950","7950","7960","7942","7892","7892","7902.7","7877.9","7894.8","7894.8","7894.8","7896","7748.7","7246","",
"IBRD only","IBD","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","437002.9","436779.9","438601.9","439575.9","439786.9","443227.9","444086.4","443455.4","444105.4","447395.4","453595.063","449491.4","448458","449285.1","448986.9","447066","453229.222105263","454453.7","455095","455278.34","458389","455695","454624","452434","451997","482624","483932","487545","485296","477318","479685","481239","480929","480079.94","484705","483233.82","483608.15","","",
"IDA & IBRD total","IBT","Rail lines (total route-km)","IS.RRS.TOTL.KM","","","","","","","","","","","","","","","","","","","","","494655.9","494444.9","496343.9","497349.9","497731.4","501633.7","501942.2","501289.85","501993.42","505306.77","511234.018483871","512185.855483871","511278.455483871","511170.915483871","511655.715483871","510194.905483871","511738.257589134","516472.145483871","513608.445483871","513942.775483871","520066.935483871","513823.935483871","516841.935483871","514765.935483871","514997.935483871","544643.935483871","545379.935483871","548975.935483871","546442.935483871","538033.935483871","540402.935483871","542191.935483871","541420.935483871","540571.375483871","545195.935483871","545203.755483871","545644.085483871","","",
